ticker,date,open,high,low,close,adj_close,volume,return_1d,return_3d,return_5d,return_10d,return_20d,return_60d,volatility_5d,volatility_20d,volatility_60d,volume_to_20d_avg,volume_to_60d_avg,gap,intraday_range,high_252d,low_252d,distance_from_52w_high,distance_from_52w_low,dollar_volume,adv_20d_dollars,price,next_open,exit_close_5d,fwd_return_5d,exit_close_10d,fwd_return_10d,exit_close_20d,fwd_return_20d,event_date,has_event,days_to_event_calendar,event_5d,event_10d,event_20d,event_40d,event_60d,event_90d,sec_days_since_last_filing,sec_days_since_event_language,sec_filings_30d,sec_filings_90d,sec_filings_180d,sec_filings_ever,sec_strategic_alternatives_hit_30d,sec_strategic_alternatives_hit_90d,sec_strategic_alternatives_hit_180d,sec_strategic_alternatives_hit_ever,sec_strategic_alternatives_count_30d,sec_strategic_alternatives_count_90d,sec_strategic_alternatives_count_180d,sec_strategic_alternatives_count_ever,sec_investment_bank_hit_30d,sec_investment_bank_hit_90d,sec_investment_bank_hit_180d,sec_investment_bank_hit_ever,sec_investment_bank_count_30d,sec_investment_bank_count_90d,sec_investment_bank_count_180d,sec_investment_bank_count_ever,sec_change_of_control_hit_30d,sec_change_of_control_hit_90d,sec_change_of_control_hit_180d,sec_change_of_control_hit_ever,sec_change_of_control_count_30d,sec_change_of_control_count_90d,sec_change_of_control_count_180d,sec_change_of_control_count_ever,sec_committee_hit_30d,sec_committee_hit_90d,sec_committee_hit_180d,sec_committee_hit_ever,sec_committee_count_30d,sec_committee_count_90d,sec_committee_count_180d,sec_committee_count_ever,sec_unsolicited_interest_hit_30d,sec_unsolicited_interest_hit_90d,sec_unsolicited_interest_hit_180d,sec_unsolicited_interest_hit_ever,sec_unsolicited_interest_count_30d,sec_unsolicited_interest_count_90d,sec_unsolicited_interest_count_180d,sec_unsolicited_interest_count_ever,sec_multiple_party_interest_hit_30d,sec_multiple_party_interest_hit_90d,sec_multiple_party_interest_hit_180d,sec_multiple_party_interest_hit_ever,sec_multiple_party_interest_count_30d,sec_multiple_party_interest_count_90d,sec_multiple_party_interest_count_180d,sec_multiple_party_interest_count_ever,sec_transaction_hit_30d,sec_transaction_hit_90d,sec_transaction_hit_180d,sec_transaction_hit_ever,sec_transaction_count_30d,sec_transaction_count_90d,sec_transaction_count_180d,sec_transaction_count_ever,sec_confidentiality_hit_30d,sec_confidentiality_hit_90d,sec_confidentiality_hit_180d,sec_confidentiality_hit_ever,sec_confidentiality_count_30d,sec_confidentiality_count_90d,sec_confidentiality_count_180d,sec_confidentiality_count_ever,sec_financing_hit_30d,sec_financing_hit_90d,sec_financing_hit_180d,sec_financing_hit_ever,sec_financing_count_30d,sec_financing_count_90d,sec_financing_count_180d,sec_financing_count_ever,sec_any_event_language_hit_30d,sec_any_event_language_hit_90d,sec_any_event_language_hit_180d,sec_any_event_language_hit_ever,planned_position_dollars,open_gap,order_pct_adv,harsh_net_return_20d,execution_tradable,outcome_known_date,event_score,expected_net_return_20d,positive_return_score,execution_score,paper_entry_eligible,paper_entry_condition,rank_score,paper_action,no_order_reason
ACN,2026-09-16,190.04,192.0,188.18,189.64,189.64,3265189.0,-0.0194415718717684,0.0312126155519303,0.0787258248009099,0.0082407358179594,0.0966286936910887,0.5191860930865977,0.0321611049425326,0.0282394627852573,0.0292294226923544,0.7271591783683802,0.4467982627208452,-0.0173733195449845,0.0201010313618185,291.09,118.15,-0.3485176405922566,0.6050782903089291,619210441.9599999,836629253.413,189.64,189.94,,,,,,,,0,,0,0,0,0,0,0,68.0,229.95833333333337,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.0015819447373972562,1.1952725725529376e-05,,False,2026-10-16,0.005796989494271368,-0.016560249885306494,0.41589581042696255,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
ADEA,2026-09-16,24.97,25.42,24.66,24.97,24.97,1307778.0,0.0028112449799195,-0.0651441407712467,-0.0679357969391564,0.0246204349610175,-0.1088508208422556,-0.2150267211568689,0.0376248595187352,0.0283797621180612,0.0399811067784234,1.589239653059186,1.0709052379089965,0.0028112449799195,0.0304365238285943,34.34,11.61,-0.272859638905067,1.1507321274763136,32655216.66,21318655.8405,24.97,25.6,,,,,,,,0,,0,0,0,0,0,0,43.0,592.9583333333334,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,4.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,198.0,0,0,0,1,0.0,0.0,0.0,21.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.02523027633159791,0.00046907272554222456,,False,2026-10-16,0.013248630022664265,-0.007401780142812551,0.43318681204270915,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
ADP,2026-09-16,273.3,277.62,271.96,273.19,273.19,2478665.0,-0.0120782555238129,0.0183776932826362,0.0300505240932056,-0.0363328512469576,0.0144071887415988,0.2730195712954333,0.0159103675653579,0.0152944339120596,0.0193309106581382,1.2599136941595743,1.048504889679614,-0.0116804686652441,0.0207098426637395,294.46,188.16,-0.0722339197174488,0.4519026360544218,677146491.35,547574161.1070001,273.19,271.31,,,,,,,,0,,0,0,0,0,0,0,49.0,1818.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,-0.0068816574545188525,1.8262366470659532e-05,,False,2026-10-16,0.005796989494271368,-0.024012716409663463,0.34647460385668516,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
AFL,2026-09-16,117.23,118.09,116.15,116.81,116.81,2375105.0,-0.006295193534666,0.0132720333102012,0.0180407878682238,0.0068091708326152,-0.0404173170130617,0.0022308022308021,0.0083154372805503,0.0137003634274046,0.0119297984631495,1.1388470850591497,1.16409046999386,-0.0027222458528285,0.0165486650174869,130.22,105.426,-0.1029795730302565,0.1079809534649895,277436015.05,242805589.04649997,116.81,117.02,,,,,,,,0,,0,0,0,0,0,0,40.0,1280.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.0017977912849926891,4.1185213401677046e-05,,False,2026-10-16,0.006696791996195411,-0.02465291489136744,0.32121013212609706,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
AGM,2026-09-16,222.93,224.9,216.267,220.65,220.65,131816.0,-0.0170616535994296,-0.0215511507250232,-0.0169302740031186,0.0036388446668182,-0.0370095578928991,0.2052766701261812,0.0081090401430709,0.0107374301383627,0.0158649533900847,1.366495685383381,1.1174198138792182,-0.0069048467569493,0.0387251603642399,248.285,136.57,-0.1113035423001792,0.6156549754704548,29085200.4,21491213.6995,220.65,222.25,,,,,,,,0,,0,0,0,0,0,0,33.0,1854.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.007251302968502182,0.0004653064335883764,,False,2026-10-16,0.009399376525803117,-0.02465291489136744,0.3273210501911423,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
AIIO,2026-09-16,1.52,1.56,1.495,1.54,1.54,360820.0,0.0,-0.0833333333333332,-0.1720430107526882,-0.2487804878048779,-0.4460431654676259,-0.5202492211838006,0.0238360064974507,0.0544994014443066,0.0874549834010532,0.5080630115286456,0.264740918570963,-0.0129870129870129,0.0427631578947368,56.3,0.5401,-0.972646536412078,1.8513238289205705,555662.8,1460552.5825,1.54,1.56,,,,,,,,0,,0,0,0,0,0,0,,,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,10000.0,0.012987012987013102,0.00684672371253022,,False,2026-10-16,0.004115181018112375,-0.04082781097175599,0.4058868136279621,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
AIR,2026-09-16,116.73,119.86,115.49,117.23,117.23,343386.0,0.0113008971704624,-0.0657475294867707,-0.0591492776886034,-0.0582422879177377,-0.2133270701919205,-0.1269734882335418,0.0252158685114867,0.0279524652212173,0.0307176401726379,1.054337436737942,0.80420395200154,0.0069875776397516,0.0374368200119935,154.0,74.243,-0.2387662337662337,0.5790040811928399,40255140.78,41804590.4985,117.23,119.74,,,,,,,,0,,0,0,0,0,0,0,37.0,37.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,3.0,3.0,11.0,0,1,1,1,0.0,1.0,1.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,10000.0,0.02141090164633619,0.00023920817978970068,,False,2026-10-16,0.010684279833048269,-0.009891482956497855,0.43054736822406353,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
ALH,2026-09-16,21.29,21.875,21.205,21.55,21.55,1042012.0,0.0213270142180095,-0.0027764923646459,-0.0091954022988505,-0.0318957771787961,-0.1020833333333333,-0.184947049924357,0.0225479836437457,0.0177342602758218,0.0189879779749056,0.5235382892628784,0.9563145054582488,0.0090047393364927,0.031470173790512,28.23,18.64,-0.2366277010272759,0.1561158798283262,22455358.6,46253410.046,21.55,22.02,,,,,,,,0,,0,0,0,0,0,0,34.0,141.0,0.0,2.0,6,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,3.0,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,2.0,2.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,1,1,0.0,0.0,3.0,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,10000.0,0.02180974477958242,0.00021620027561329615,,False,2026-10-16,0.016045466394282858,-0.024012716409663463,0.33080650057005734,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
ALK,2026-09-16,41.1,41.1,38.881,39.68,39.68,2536403.0,-0.0057629666750187,-0.0359572400388725,-0.0168483647175421,-0.0248218235438681,-0.0643716104692289,-0.1868852459016393,0.0173854505718807,0.0206967464810477,0.0277943898480983,1.0891756810512276,0.9186116054074543,0.0298170884490103,0.0539902676399027,60.63,33.03,-0.3455385122876464,0.2013321223130486,100644471.04,95760891.1965,39.68,40.7,,,,,,,,0,,0,0,0,0,0,0,56.0,1982.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.02570564516129048,0.00010442676415239432,,False,2026-10-16,0.012767415032539878,-0.016560249885306494,0.4284549402286293,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
ALLY,2026-09-16,41.46,41.62,39.985,40.31,40.31,5600376.0,-0.0305435305435304,-0.0418350368433562,-0.0363375567774323,-0.0367980884109916,-0.0760944304377722,-0.1154268158876453,0.0143348492002969,0.0145165297209979,0.0150502085495127,1.7229991888449077,1.852601545603296,-0.0028860028860028,0.0394356005788711,47.29,35.92,-0.1475999154155212,0.1222160356347439,225751156.56,137142605.0605,40.31,40.9,,,,,,,,0,,0,0,0,0,0,0,0.0,2400.9583333333335,1.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.014636566608781765,7.2916800695076e-05,,False,2026-10-16,0.013354231399840861,-0.02465291489136744,0.32326314793113237,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
AM,2026-09-16,21.36,21.485,21.03,21.16,21.16,2125136.0,-0.0079699953117673,-0.040797824116047,-0.0735551663747811,-0.0587188612099643,-0.0674305861613046,-0.0315789473684211,0.007184164359956,0.0121458148586607,0.0149661748062017,1.0288059079985412,0.9491929104874348,0.0014064697609001,0.0213014981273407,23.835,16.96,-0.1122299139920285,0.2476415094339621,44967877.76,45946394.297,21.16,21.08,,,,,,,,0,,0,0,0,0,0,0,48.0,1601.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,-0.003780718336483968,0.00021764493499445146,,False,2026-10-16,0.015937807489924547,-0.02401680007747237,0.3346765406173996,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
AMR,2026-09-16,191.45,197.99,187.845,189.49,189.49,335800.0,0.004612448308769,-0.0951243971157059,-0.1650215916101172,-0.1881667452122873,0.1183309726156751,0.0822434176709121,0.0232073926181537,0.0496239979408341,0.0361178111073201,0.9127330197478404,1.0847016421751896,0.0150037111653058,0.0529903369025855,253.82,133.64,-0.2534473248758963,0.4179137982639931,63630742.0,78280934.26699999,189.49,192.84,,,,,,,,0,,0,0,0,0,0,0,40.0,2590.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,4.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,168.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.017679033194363702,0.0001277450262140725,,False,2026-10-16,0.009399376525803117,-0.006765665328917485,0.4369853661234216,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
AMRN,2026-09-16,13.97,14.08,13.78,13.84,13.84,45088.0,-0.0064608758076094,0.0028985507246375,-0.0382209867963864,-0.0003611412062116,-0.0205237084217976,-0.1246046805819102,0.0147130414172628,0.0175998873682712,0.0162121001048956,0.5382661664592417,0.6235468885234301,0.0028715003589376,0.0214745884037223,20.9,12.96,-0.3377990430622009,0.067901234567901,624017.92,1177791.8345,13.84,13.92,,,,,,,,0,,0,0,0,0,0,0,48.0,1248.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.005780346820809301,0.008490464704440094,,False,2026-10-16,0.01717534321079621,-0.025773301442386865,0.3183863976966314,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
AMTM,2026-09-16,20.09,20.4,19.65,19.88,19.88,1369548.0,-0.012909632571996,0.0215827338129495,0.0295183842568618,-0.0055027513756877,-0.0510739856801909,-0.0560303893637227,0.0141694524246477,0.0231017042156029,0.0285112261890089,0.7439948761491588,0.6700078587202307,-0.0024826216484608,0.0373320059731209,38.11,19.21,-0.4783521385463133,0.0348776678813116,27226614.24,37266794.465,19.88,20.11,,,,,,,,0,,0,0,0,0,0,0,36.0,267.9583333333333,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,3.0,0,0,0,1,0.0,0.0,0.0,7.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.0115694164989939,0.00026833539464714995,,False,2026-10-16,0.014483501216730154,-0.016560249885306494,0.4133648972401297,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
ANDG,2026-09-16,54.75,55.99,54.24,55.01,55.01,286109.0,0.0147574248293671,0.025349487418453,0.0095430354193428,-0.0127422828427853,0.2024043715846994,0.5310325633175619,0.0352428076367573,0.0375986200693716,0.0357312520369811,0.5033925585401969,0.6176142089829064,0.0099612617598228,0.0319634703196347,57.62,18.12,-0.0452967719541825,2.0358719646799113,15738856.09,29827734.43649999,55.01,55.42,,,,,,,,0,,0,0,0,0,0,0,34.0,78.0,0.0,3.0,6,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,3.0,6.0,7.0,0,0,1,1,0.0,0.0,2.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,10000.0,0.007453190329031134,0.00033525844952418074,,False,2026-10-16,0.021077841731404295,-0.0009228301227863752,0.48017798873056783,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
APA,2026-09-16,46.44,46.66,44.18,44.79,44.79,9157574.0,-0.0552626028264079,0.0013413816230718,-0.0011150758251562,0.0110609480812642,0.0572406467602972,0.3096491228070175,0.0385995826074479,0.026278809355465,0.0270328982751431,1.6926728522708163,1.6831661154726376,-0.02045981860367,0.053402239448751,47.44,21.63,-0.0558600337268128,1.0707350901525658,410167739.46,237622115.932,44.79,44.63,,,,,,,,0,,0,0,0,0,0,0,41.0,404.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,9.0,0,0,0,1,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,12.0,0,0,0,1,0.0,0.0,0.0,3.0,0,0,0,1,0.0,0.0,0.0,2.0,0,0,0,1,10000.0,-0.0035722259432908743,4.208362492177153e-05,,False,2026-10-16,0.010283933171200542,-0.017520418510060934,0.4045989215729407,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
APP,2026-09-16,333.58,336.44,322.01,326.56,326.56,3517124.0,-0.0147830809147407,0.0080256821829856,0.0704779387661442,0.0475396163469556,0.0628132526199309,-0.3042885447069601,0.0233803382166191,0.0214970692655111,0.0430647419550708,0.7900943586960331,0.6088783521427754,0.006395945212092,0.0432579890880748,745.61,297.5,-0.5620230415364601,0.0976806722689076,1148552013.44,1403101941.8705,326.56,331.86,,,,,,,,0,,0,0,0,0,0,0,41.0,875.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,5.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,3.0,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.016229789318961352,7.127065897057218e-06,,False,2026-10-16,0.00706761816404637,-0.01047232075579381,0.4229391381042094,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
APPS,2026-09-16,11.3,11.4,10.62,10.84,10.84,2211164.0,-0.0474516695957821,-0.0821337849280271,-0.0198915009041591,0.084,-0.1056105610561055,0.1718918918918919,0.0435699574813701,0.0469868310468632,0.0760708672018321,0.8744831820901411,0.6043761872433758,-0.0070298769771529,0.0690265486725664,15.335,2.74,-0.2931203130094555,2.9562043795620436,23969017.76,27858938.37375,10.84,11.0,,,,,,,,0,,0,0,0,0,0,0,7.0,1843.0,1.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.014760147601476037,0.00035895122297346655,,False,2026-10-16,0.01835373894119491,-0.008425494330112287,0.39695536199380493,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
AQN,2026-09-16,5.33,5.34,5.285,5.32,5.32,3622244.0,0.0075757575757575,0.0018832391713747,-0.0483005366726295,-0.0600706713780918,-0.081174438687392,-0.0921501706484642,0.0167233358435127,0.0111631213206962,0.0155649341097394,0.9173952728782798,0.9416612964854588,0.009469696969697,0.0103189493433395,7.105,5.235,-0.2512315270935961,0.0162368672397326,19270338.08,21931394.1075,5.32,5.36,,,,,,,,0,,0,0,0,0,0,0,,,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,10000.0,0.007518796992481258,0.00045596736582195855,,False,2026-10-16,0.004115181018112375,-0.023867942112306383,0.36839220119841104,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
ARES,2026-09-16,127.96,128.61,121.29,124.21,124.21,1802097.0,-0.0378776142525174,-0.0564418109996961,-0.0756121157996577,-0.1069810913796822,-0.1147459197491269,-0.0134233518665608,0.0188003635517982,0.0176626128790672,0.025890158206262,0.9662590268574184,0.8246099917934673,-0.008830364058869,0.0572053766802126,186.85,95.8,-0.3352421728659353,0.2965553235908142,223838468.36999995,257349609.5525,124.21,125.92,,,,,,,,0,,0,0,0,0,0,0,47.0,517.0,0.0,1.0,1,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2.0,0,0,0,1,0.0,0.0,0.0,4.0,0,0,0,1,0.0,0.0,0.0,11.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,10000.0,0.01376700748731996,3.8857645898079254e-05,,False,2026-10-16,0.006941046227070337,-0.01566102652681787,0.44497163755818747,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
ARIS,2026-09-16,18.86,18.93,17.85,18.23,18.23,1322228.0,-0.017780172413793,-0.0670419651995904,-0.0943864878291107,-0.0339162692103869,0.0363843092666287,0.1088807785888077,0.0207709408751589,0.0400547964942868,0.0410019459783453,0.9499788393138212,0.9447090187078004,0.0161637931034484,0.0572640509013784,23.29,8.75,-0.2172606268784885,1.0834285714285716,24104216.44,27715149.595000006,18.23,19.02,,,,,,,,0,,0,0,0,0,0,0,,,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,10000.0,0.04333516182117392,0.00036081349536731583,,False,2026-10-16,0.004115181018112375,-0.01064499605533126,0.4307519848845466,0.0,True,next_open_gap_checked,0.0,WATCH_ONLY,Selected calibration strategy passed; no current names met all gates.
