ticker,cik,company_name,exchange,event_type,seed_event_date,label_quality,announcement_url,cik_source,acquirer,acquirer_name,announcement_ts,announcement_source
TERN,0001831363,Terns Pharmaceuticals Inc,,ACQUISITION,2026-05-04,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,MRK,Merck & Co Inc,2026-05-04 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
FARM,0000034563,Farmer Brothers Co.,,ACQUISITION,2026-05-04,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Royal Cup Coffee & Tea,2026-05-04 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
UHG,0001830188,United Homes Group Inc,,ACQUISITION,2026-05-04,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Stanley Martin Homes,2026-05-04 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
LNKB,0001756701,Linkbancorp Inc,,ACQUISITION,2026-05-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,BHRB,Burke & Herbert Financial Services Corp,2026-05-01 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
STKL,0000351834,Sunopta Inc,,ACQUISITION,2026-05-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Refresco Group Nv,2026-05-01 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
GDEN,0001071255,Golden Entertainment Inc,,ACQUISITION,2026-04-29,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,VICI,Vici Properties Inc,2026-04-29 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
ACLX,0001786205,Arcellx Inc,,ACQUISITION,2026-04-28,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,GILD,Gilead Sciences Inc,2026-04-28 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
EM,0001834253,Smart Share Global Ltd.,,ACQUISITION,2026-04-28,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Mobile Charging Investment Limited,2026-04-28 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
FOLD,0001178879,Amicus Therapeutics Inc,,ACQUISITION,2026-04-27,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,BMRN,Biomarin Pharmaceutical Inc,2026-04-27 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
SEMR,0001831840,Semrush Holdings Inc,,ACQUISITION,2026-04-27,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,ADBE,Adobe Inc,2026-04-27 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
DAWN,0001845337,Day One Biopharmaceuticals Inc,,ACQUISITION,2026-04-23,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Servier Pharmaceuticals LLC,2026-04-23 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
DHIL,0000909108,Diamond Hill Investment Group Inc,,ACQUISITION,2026-04-21,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,First Eagle Investment Management LLC,2026-04-21 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
HTBK,0001053352,Heritage Commerce Corp,,ACQUISITION,2026-04-20,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,CVBF,Cvb Financial Corp,2026-04-20 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
MRCC,0001512931,Monroe Capital Corp,,ACQUISITION,2026-04-14,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,HRZN,Horizon Technology Finance Corp,2026-04-14 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
SEE,0001012100,Sealed Air Corp,,ACQUISITION,2026-04-08,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Cd&r,2026-04-08 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
AL,0001487712,Air Lease Corp,,ACQUISITION,2026-04-07,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,SSUMY,Sumitomo Corp,2026-04-07 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
SWKH,0001089907,Swk Holdings Corp,,ACQUISITION,2026-04-06,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,RWAY,Runway Growth Finance Corp,2026-04-06 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
HOLX,0000859737,Hologic Inc,,ACQUISITION,2026-04-06,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Tpg Capital Lp,2026-04-06 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
OS,0001889956,Onestream Inc,,ACQUISITION,2026-04-02,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Hg Capital,2026-04-02 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
BLFY,0001846017,Blue Foundry Bancorp,,ACQUISITION,2026-04-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,FULT,Fulton Financial Corp,2026-04-01 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
TBHC,0001056285,Brand House Collective Inc,,ACQUISITION,2026-04-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,NXH,Neighborhood Intelligence Inc,2026-04-01 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
GLDD,0001372020,Great Lakes Dredge & Dock Corp,,ACQUISITION,2026-03-31,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Saltchuk Resources Inc,2026-03-31 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement
